date,time,location,operator,flight,route,aircraft,registration,cnln,aboard,fatalities,ground,summary
19461006,730,"OffPenang,Malaya",Military-royalAirForce,,,Avro685York1,Mw125,,21,21,0,Crashed in the Strait of Malacca while en route.
19461007,1120,"Apeldoorn,TheNetherlands",Military-RoyalNetherlandsNavalAirService,,,FaireyFireflyMk1,Pp526,,1,1,22,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.
19461008,433,"Cheyenne,Wyoming",UnitedAirLines,28,SanFrancisco-Cheyenne-Chicago,DouglasDc-4,N30051,10471,41,2,0,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named ""Mainliner Lake Michigan."""
19461010,2000,"NearSefrou,Morocco",AirOcean,,Paris-Casablanca,JunkersJu-52/3m,F-bcaa,Aac281,16,16,0,Crashed into a mountain while en route. Navigation error.
19461017,57,"Laramie,Wyoming",NationalAirTransportServices,942,Oakland-Chicago,DouglasDc-3,Nc38942,12971,13,13,0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.
19461017,,"NearChitral,India",Military-RoyalAirForce,,,DouglasC-47b,Kn236,15659/27104,11,11,0,"Struck an 11,000 ft. mountain."
19461023,,"GebelKalamoun,Egypt",Socotra,,Paris-Cairo,JunkersJu-52/3m,F-bchd,Aac311,24,1,0,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.
19461101,,"StLeger-la-montagne,France",CtaLanguedocRoussillon,,Paris-Toulouse-Casablanca,Aac-1Toucan,F-bcad,284,27,23,0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.
19461105,1830,"NearMoscow,Russia",Aeroflot,,"Riga,Latvia-Moscow",DouglasC-47,Sssr-l946,,26,13,,Stalled after a overshoot  in heavy fog. Crew error.
19461111,330,"Cleveland,Ohio",UnitedAirLines,404,Chicago-Cleveland,DouglasDc-3,N19947,4873,20,2,0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.
19461113,341,"Lebec,California",WesternAirlines,23,Palmdale-Burbank,DouglasC-53d-do,Nc18645,11662,11,11,0,"The aircraft crashed into White Mountain at an elevation of  6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range."
19461113,818,"NearCofreDePerote,Mexico",EmpressaCommun.AéreasDeVeracruz,,MexicoCity-Veracruz,DouglasDc-3,Xa-foz,,15,15,0,"Crashed into an 11,000 ft. mountain obscured by clouds."
19461114,2015,"Amsterdam,Netherlands",KlmRoyalDutchAirlines,,London-Amsterdam,DouglasC-47a-90Dl,Ph-tbw,20122,26,26,0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames."
19461116,2330,NorthPacificOcean,Military-U.s.ArmyAirForces,,Guam-IwoJima,DouglasC-47,,,23,23,0,"Made a 360 degree turn and dove into the sea, 15 miles off Iwo Jima ."
19461126,1030,"SanJose,CostaRica",LineasAéreasCostarricensesLacsa,,,DouglasDc-3,Rx-76,20590,22,22,0,Struck Cedrel mountain while making an approach to San Jose.
19461130,,"ElPalomar,Argentina",FuerzaAéreaArgentina,,,Vickers620Viking1,T-1,113,18,5,0,"Following engine failure, the captain lost control and crashed while trying to land."
19461204,,"Meshed,Iran",Aeroflot,,Meshed-Teheran,LisunovLi-2,,,24,24,0,Crashed shortly after takeoff from Meshed airport.
19461210,1310,"NearOsaka,Japan",Military-U.s.ArmyAirForces,,,Curtiss-wrightC-46f-cu,44-78604,22427,24,24,0,Crashed 3 miles southwest of Itami Air Base shortly after taking off.  Loss of engine power for reasons unknown.
19461210,,"Toledo,Washington",Military-U.s.MarineCorps,,"MiramarNas,California-SandPointNb,Seattle",Curtiss-wrightR5c-1,39528,,32,32,0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer."
19461214,,"Mt.Banahaur,Philippines",FarEasternAirTransport,,GraceParkAf-Lucena,DouglasDc-3,Pi-c-1,25436/13991,14,12,0,Crashed into tree tops on Mt. Banahaur. The pilot and 1 passenger survived.
19461217,,"Caribbean,AtlanticOcean",WingedCargoInc.,,"Kingston,Jamaca-SanJose",DouglasC-47a,Nc88876,9249,7,7,0,Disappeared en route. Never found.
19461223,1430,"NearRioDeJaneiro,Brazil",Fama,,London-BuenosAires.,Avro685YorkI,Lv-xig,1365,21,21,0,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain, 14 miles from the airport."
19461224,1919,"NearSanDiego,California",WesternAirlines,44,Holtville-SanDiego,DouglasDc-3,Nc45395,42-68715,12,12,0,"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain."
19461225,1700,"NearWusong,Jiangsu,China",Cnac,115,Chunking-Shanghi,CurtissC-47,,,34,13,3,Crashed after a failed landing attempt at Kiangwan Airport in rain fog and overcast. The plan overshot the runway and crashed into a residential area.
19461225,1700,"NearShanghai,China",Cnac,140,Chunking-Shanghi,DouglasDc-3,,,30,20,0,"While attempting to land in rain and fog, the aircraft ran out of fuel, stalled and crashed at Lunghwa field."
19461225,1745,"Shanghai,China",Cata,48,Chunking-Shanghai,DouglasC-47,,,11,11,5,"In heavy fog, the aircraft struck the roof of a nearby building and cartwheeled into a neighborhood 1 mile from Lunghwa Airport killing some on the ground."
19461228,,"Walshville,Illinois",KansasCitySouthernSkyways,,"Flint,Mi-Washville,Il",DouglasC-47a,Nc58024,9378,2,2,0,The cargo plane crashed after both engines failed. Fuel exhaustion.
19461228,209,"NearShannon,Ireland",TransContinentalAndWesternAir,6963,Paris-Shannon,Lockheed049Consellation,Nc86505,2026,23,13,0,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief."
19461228,919,"MichiganCity,Indiana",AmericanAirlines,2207,Buffalo-Chicago,DouglasDc-3,N15577,4805,21,2,0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.
19470103,,"SaoPaulo,Brazil",PanairDoBrasil,,,SikorskyS-43b,Pp-pbn,4315,14,11,0,"Crashed into the Solimoes River, an extension of the Amazon river."
19470105,,"Tsingtao,China",ChinaNationalAviationCorporation,,Shanghai-Tsingtao-Beijing,CurtisC-46,Xt-t51,,43,43,0,Crashed into  a mountain while on approach in low overcast.
19470105,2000,"Carmel,NewJersey",NationwideAirTransport,,Miami-Raleigh-Washington,DouglasDc-3,N50046,34373,23,3,0,"The aircraft diverted from Washington to Millville because of heavy traffic in the Washington area.  Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. Failure of the Weather Bureau  to anticipate below minimum conditions north and south of Washington. Failure of CAA to transmit the flight plan to Millville in sufficient time to alert that station to the arrival of the flight."
19470111,1730,"NearLympne,England",BritishOverseasAirways,,London-Bordeaux-Lagos,DouglasC-47a-1-dk,G-agjx,12014,16,8,0,Ran out of fuel and crashed after not being able to land at Bordeaux or Paris and attempting to land at Lympne.  Poor planning and operation by the crew. Poor weather conditions encountered throughout the flight. Crew unfamilar with route.
19470111,,"OffLaoag,China",FarEasternAirTransport,,Shanghai-Manila,DouglasDc-4,Pi-c100,3106,42,7,0,The plane ditched into the Pacific Ocean 80 miles west of Laoaq after a fire broke out in the No. 2 engine.
19470112,138,"NearGalax,Virginia",EasternAirLines,665,"Akron,Oh-Winston/salem,Nc",DouglasDc-3,Nc88872,3274,19,18,0,"The aircraft flew into the ground at an altitude of 2,500 ft., 63 miles northwest of Winston-Salem. The pilot took an unapproved route and let down without having positively determined the position of the aircraft.  A contributing factor was the erroneous navigation of the pilot which on at least two occasions led him to believe that he was farther south than he actually was."
19470114,900,"NearPuebla,Mexico",Military-MexicanAirForce,,Puebla-Oaxaca,LockheedC-60Lodestar,60-03,182607,21,21,0,Crashed and burned moments after takeoff. Failure of the right engine.
19470122,,"PuestoAraujo,Colombia",Avianca,,Bogota-Barrancabermeja,DouglasDc-3,C-108,4829,17,17,0,Crashed in the jungles of the Magdalena river valley. Wreckage found a week later.
19470125,1140,"Croydon,Surrey,England",SpencerAirways/CeskoslovenskeAerolinie,,Croydon-Rome-Salisbury,DouglasC-47/DouglasDc-3,Vp-yfd/ok-wdb,19979/9503,23,12,0,"Just after becoming airborne, the plane never gained altitude, overran the runway and crashed into a Ceskoslovenske Dakota. Twelve killed on the Spencer Airways none on the Ceskoslovenske. Loss of control by the captain of the Spencer Airways plane, who, when attempting to take-off a heavily loaded aircraft in poor visibility allowed it to become airborne in a semi-stalled condition."
19470125,1400,"Chongqing,China",ChinaNationalAviationCorporation,,Canton-Chungking-HongKong,DouglasDc-3,,,19,19,0,Crashed into mountains 120 miles south of Chunking.
19470125,,HongKong,PhilippineAirLines,,,DouglasC-47a,Pi-c12,13508,4,4,0,The cargo plane struck Mt. Parker on approach.
19470126,1530,"Copenhagen,Denmark",KlmRoyalDutchAirlines,,Kobenhavn-Stockholm,DouglasC-C47a-30dk,Ph-tcr,25479,22,22,0,"During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed."
19470128,1200,"NearHankow,China",ChinaNationalAviationCorporation,,Shanghai-Hankow-Chungking,CurtissC-46,,,26,25,0,Crashed while en route about 30 minutes after takeoff. A four-year-old boy survived. Fire in the left wing leading to separation of the wing.
19470201,1845,"NearLisbon,Portugal",AirFrance,,Paris-Bordeaux-Lisbon,DouglasDc-3c,F-baxq,13806/25251,20,19,0,Crashed into Cintra mountain while on approach in poor weather condtions.
19470205,,"Harrington,Delaware",InternationalAirFreight,,"NewYork,Ny-Raleigh,Nc",DouglasDc-3,Nc54451,13873/25318,3,1,0,"The cargo plane diverted to Harrington after a No. 2 engine rpm reduction. The plane approached downwind, overshot and struck some trees. Fuel contamination."
19470206,1700,"PedroBernardo,Spain",AeroviasCubaInternational,,Havana-Lisbon-Madrid,DouglasC-54b-15-do,Nc44567,18386,11,11,0,"Crashed in Gredos mountain range about 100 miles west of Madrid while en route and in adverse weather conditions.  The plane was named ""Ruta de Colon."""
19470214,420,"Denver,Colorado",SlickAirways,,"Omaha,Ne-Denver,Co",CurtissC-46e,Nc59486,2944,2,2,0,Cargo flight. The momentary loss of control or overcontrol by the pilot at a critically low altitude in the final stages of an ILS approach. A contributing factor was the failure of the safety pilot to remain alert to the altitude of the aircraft.
19470215,1218,"NearBogota,Colombia",Avianca,,Barranquilla-Bogota,DouglasDc-4,C-114,10439,53,53,0,"The plane crashed into Mt. El Tabalazo at 10,500 feet in fog while en route. Pilot error. Conducting the flight below a safe altitude and off the designated airway."
19470215,930,"OffTerracina,Italy",Military-CorrieriAereiMilitari,,Rome-Cairo,Savoia-marchettiSm-95,I-abqh,41003,16,16,0,Disappeared and crashed into the ocean just off the coast of Terracina in clear weather. On board were an Egyptian Princess and her court. The cause remains unknown although sabotage is a possibility.
19470221,1600,"Chungking,China",Military-ChineseAirForce,,Sichang-Chungking,DouglasC-47,,,21,21,0,Crashed while attempting to land. Ran into heavy icing. One wing broke off.
19470226,,"ChinaSea,PacificOcean",Military-RoyalAirForce,,Singapore-Siagon,DouglasC-47b,Kk120,15129/26574,12,12,0,Disappeared while en route. Never found.
19470305,953,"NearGeorgia,Ussr",Aeroflot,,Tbilisi-Moscow-Vnoukovo,DoublasC-47,Cccp-l952,14874/26319,23,23,0,"Crashed in the Cacasus mountains,Nizhnesvanetsky Range, while en route. Pilot error. Pilot in command changed the route of flight"
19470308,,"L'isolaDiIschia,Italy",Military-RoyalAirForce,,Hassani-Rome-Northolt,DouglasC-47b,Kk122,15131/26576,13,13,0,"Due to low visibility, the crew did not realize they were off course when the aircraft hit the slope of Mt Epomeo on Ischia Island."
19470308,1459,"Cordillera,Colombia",Viarco,,Villavicencio-Bogota,DouglasC-47-dl,C-400,4792,9,9,0,Crashed in the Cordillera mountain range shortly after taking off and climbing.
19470314,1530,"Mt.Moucherolles,France",AirFrance,,Lyons-Nice-Paris,DouglasDc-3,F-baxo,20488,23,23,0,"Flew into 4,000 foot Mt. Moucherolles, 25 miles south of Grenoble in poor weather. The crash started an avalanche which buried most of the wreckage. Naviation error."
